N,g(N)
2713000.000000,0.421185
2714000.000000,0.421784
2715000.000000,0.430786
2716000.000000,0.438513
2717000.000000,0.423504
2718000.000000,0.440806
2719000.000000,0.439386
2720000.000000,0.425077
2721000.000000,0.432009
2722000.000000,0.417063
2723000.000000,0.430559
2724000.000000,0.425889
2725000.000000,0.421906
2726000.000000,0.419308
2727000.000000,0.421380
2728000.000000,0.422050
2729000.000000,0.425080
2730000.000000,0.428485
2731000.000000,0.430175
2732000.000000,0.428834
2733000.000000,0.427761
2734000.000000,0.418918
2735000.000000,0.432266
2736000.000000,0.409782
2737000.000000,0.430759
2738000.000000,0.450524
2739000.000000,0.425948
2740000.000000,0.413478
2741000.000000,0.426474
2742000.000000,0.426844
2743000.000000,0.425400
2744000.000000,0.431660
2745000.000000,0.427096
2746000.000000,0.415828
2747000.000000,0.423175
2748000.000000,0.416745
2749000.000000,0.431735
2750000.000000,0.416192
2751000.000000,0.427937
2752000.000000,0.413576
2753000.000000,0.422438
2754000.000000,0.428490
2755000.000000,0.431780
2756000.000000,0.431703
2757000.000000,0.427320
2758000.000000,0.429653
2759000.000000,0.413336
2760000.000000,0.428120
2761000.000000,0.428453
2762000.000000,0.424017
2763000.000000,0.414231
2764000.000000,0.425952
2765000.000000,0.425424
2766000.000000,0.431480
2767000.000000,0.425860
2768000.000000,0.430472
2769000.000000,0.431322
2770000.000000,0.437592
2771000.000000,0.425255
2772000.000000,0.413474
2773000.000000,0.435420
2774000.000000,0.416639
2775000.000000,0.420068
2776000.000000,0.407683
2777000.000000,0.441243
2778000.000000,0.428150
2779000.000000,0.410736
2780000.000000,0.432326
2781000.000000,0.434259
2782000.000000,0.427638
2783000.000000,0.426837
2784000.000000,0.423502
2785000.000000,0.423597
2786000.000000,0.429768
2787000.000000,0.426245
2788000.000000,0.431472
2789000.000000,0.436504
2790000.000000,0.437337
2791000.000000,0.430140
2792000.000000,0.428938
2793000.000000,0.432663
2794000.000000,0.435552
2795000.000000,0.421169
2796000.000000,0.417690
2797000.000000,0.430632
2798000.000000,0.416643
2799000.000000,0.419819
2800000.000000,0.432621
2801000.000000,0.425378
2802000.000000,0.425923
2803000.000000,0.429712
2804000.000000,0.409022
2805000.000000,0.434376
2806000.000000,0.430606
2807000.000000,0.430329
2808000.000000,0.436307
2809000.000000,0.423453
2810000.000000,0.437876
2811000.000000,0.435180
2812000.000000,0.431406
2813000.000000,0.427985
2814000.000000,0.422042
2815000.000000,0.425529
2816000.000000,0.423858
2817000.000000,0.427948
2818000.000000,0.430536
2819000.000000,0.426701
2820000.000000,0.425248
2821000.000000,0.425947
2822000.000000,0.432547
2823000.000000,0.424391
2824000.000000,0.425713
2825000.000000,0.425854
2826000.000000,0.414147
2827000.000000,0.415926
2828000.000000,0.421486
2829000.000000,0.434090
2830000.000000,0.425489
2831000.000000,0.427598
2832000.000000,0.432465
2833000.000000,0.437464
2834000.000000,0.428548
2835000.000000,0.423177
2836000.000000,0.414312
2837000.000000,0.423610
2838000.000000,0.427107
2839000.000000,0.434427
2840000.000000,0.435829
2841000.000000,0.419966
2842000.000000,0.423788
2843000.000000,0.435624
2844000.000000,0.420823
2845000.000000,0.422238
2846000.000000,0.441779
2847000.000000,0.417320
2848000.000000,0.427007
2849000.000000,0.445075
2850000.000000,0.436979
2851000.000000,0.422581
2852000.000000,0.422487
2853000.000000,0.419515
2854000.000000,0.422826
2855000.000000,0.427829
2856000.000000,0.429800
2857000.000000,0.424483
2858000.000000,0.418026
2859000.000000,0.421622
2860000.000000,0.423861
2861000.000000,0.423104
2862000.000000,0.431321
2863000.000000,0.425564
2864000.000000,0.429963
2865000.000000,0.424530
2866000.000000,0.438057
2867000.000000,0.426603
2868000.000000,0.438988
2869000.000000,0.430691
2870000.000000,0.435386
2871000.000000,0.417868
2872000.000000,0.418833
2873000.000000,0.432010
2874000.000000,0.432498
2875000.000000,0.423898
2876000.000000,0.437659
2877000.000000,0.437269
2878000.000000,0.419339
2879000.000000,0.436936
2880000.000000,0.422131
2881000.000000,0.419576
2882000.000000,0.436874
2883000.000000,0.429816
2884000.000000,0.431363
2885000.000000,0.422670
2886000.000000,0.432004
2887000.000000,0.411628
2888000.000000,0.429008
2889000.000000,0.425285
2890000.000000,0.437094
2891000.000000,0.436175
2892000.000000,0.416763
2893000.000000,0.430297
2894000.000000,0.427497
2895000.000000,0.429717
2896000.000000,0.438413
2897000.000000,0.422606
2898000.000000,0.431969
2899000.000000,0.429217
2900000.000000,0.417279
2901000.000000,0.428015
2902000.000000,0.429135
2903000.000000,0.424755
2904000.000000,0.422050
2905000.000000,0.431419
2906000.000000,0.435158
2907000.000000,0.417120
2908000.000000,0.421311
2909000.000000,0.440045
2910000.000000,0.421897
2911000.000000,0.432341
2912000.000000,0.414330
2913000.000000,0.426494
2914000.000000,0.417620
2915000.000000,0.425952
2916000.000000,0.432894
2917000.000000,0.418859
2918000.000000,0.432462
2919000.000000,0.424474
2920000.000000,0.436703
2921000.000000,0.424809
2922000.000000,0.424957
2923000.000000,0.427928
2924000.000000,0.430536
2925000.000000,0.423003
2926000.000000,0.431895
2927000.000000,0.429709
2928000.000000,0.419416
2929000.000000,0.431721
2930000.000000,0.437374
2931000.000000,0.430842
2932000.000000,0.426941
2933000.000000,0.417707
2934000.000000,0.425853
2935000.000000,0.420861
2936000.000000,0.428714
2937000.000000,0.438454
2938000.000000,0.427763
2939000.000000,0.433705
2940000.000000,0.435683
2941000.000000,0.434862
2942000.000000,0.425977
2943000.000000,0.417079
2944000.000000,0.434480
2945000.000000,0.431399
2946000.000000,0.430176
2947000.000000,0.433453
2948000.000000,0.430366
2949000.000000,0.433535
2950000.000000,0.418662
2951000.000000,0.422366
2952000.000000,0.430060
2953000.000000,0.433987
2954000.000000,0.433531
2955000.000000,0.416781
2956000.000000,0.424661
2957000.000000,0.423930
2958000.000000,0.419090
2959000.000000,0.441322
2960000.000000,0.430495
2961000.000000,0.428423
2962000.000000,0.422967
2963000.000000,0.431022
2964000.000000,0.431097
2965000.000000,0.419108
2966000.000000,0.435278
2967000.000000,0.434748
2968000.000000,0.431672
2969000.000000,0.419763
2970000.000000,0.430052
2971000.000000,0.433176
2972000.000000,0.422840
2973000.000000,0.423234
2974000.000000,0.423375
2975000.000000,0.432342
2976000.000000,0.417385
2977000.000000,0.429118
2978000.000000,0.421761
2979000.000000,0.423956
2980000.000000,0.424297
2981000.000000,0.428356
2982000.000000,0.442276
2983000.000000,0.418102
2984000.000000,0.420668
2985000.000000,0.430032
2986000.000000,0.416269
2987000.000000,0.423364
2988000.000000,0.428845
2989000.000000,0.429371
2990000.000000,0.431099
2991000.000000,0.421422
2992000.000000,0.423305
2993000.000000,0.420596
2994000.000000,0.429060
2995000.000000,0.437779
2996000.000000,0.433944
2997000.000000,0.424670
2998000.000000,0.442624
2999000.000000,0.428093
3000000.000000,0.424331
3001000.000000,0.424409
3002000.000000,0.414702
3003000.000000,0.421768
3004000.000000,0.430378
3005000.000000,0.427795
3006000.000000,0.434990
3007000.000000,0.423091
3008000.000000,0.431960
3009000.000000,0.432640
3010000.000000,0.425072
3011000.000000,0.419601
3012000.000000,0.419760
3013000.000000,0.431372
3014000.000000,0.428137
3015000.000000,0.424154
3016000.000000,0.422106
3017000.000000,0.431317
3018000.000000,0.433586
3019000.000000,0.429799
3020000.000000,0.433996
3021000.000000,0.422232
3022000.000000,0.416818
3023000.000000,0.427183
3024000.000000,0.428258
3025000.000000,0.429306
3026000.000000,0.426466
3027000.000000,0.425270
3028000.000000,0.422383
3029000.000000,0.422147
3030000.000000,0.428537
3031000.000000,0.429390
3032000.000000,0.413704
3033000.000000,0.429651
3034000.000000,0.429666
3035000.000000,0.422897
3036000.000000,0.417804
3037000.000000,0.408245
3038000.000000,0.416722
3039000.000000,0.428815
3040000.000000,0.431712
3041000.000000,0.403399
3042000.000000,0.437332
3043000.000000,0.429804
3044000.000000,0.430809
3045000.000000,0.421928
3046000.000000,0.414777
3047000.000000,0.417527
3048000.000000,0.421894
3049000.000000,0.421485
3050000.000000,0.421781
3051000.000000,0.428311
3052000.000000,0.423572
3053000.000000,0.422973
3054000.000000,0.424764
3055000.000000,0.436506
3056000.000000,0.430504
3057000.000000,0.437894
3058000.000000,0.427599
3059000.000000,0.425113
3060000.000000,0.423324
3061000.000000,0.438621
3062000.000000,0.414958
3063000.000000,0.429893
3064000.000000,0.424195
3065000.000000,0.424487
3066000.000000,0.433700
3067000.000000,0.421907
3068000.000000,0.417912
3069000.000000,0.423316
3070000.000000,0.431756
3071000.000000,0.417898
3072000.000000,0.418405
3073000.000000,0.423149
3074000.000000,0.435683
3075000.000000,0.412062
3076000.000000,0.425208
3077000.000000,0.429246
3078000.000000,0.433166
3079000.000000,0.433399
3080000.000000,0.415106
3081000.000000,0.433556
3082000.000000,0.426549
3083000.000000,0.425182
3084000.000000,0.433318
3085000.000000,0.432436
3086000.000000,0.410771
3087000.000000,0.412072
3088000.000000,0.432922
3089000.000000,0.418151
3090000.000000,0.423673
3091000.000000,0.431678
3092000.000000,0.434977
3093000.000000,0.424901
3094000.000000,0.432425
3095000.000000,0.444613
3096000.000000,0.417815
3097000.000000,0.436391
3098000.000000,0.439631
3099000.000000,0.420473
3100000.000000,0.436735
3101000.000000,0.409376
3102000.000000,0.421498
3103000.000000,0.441306
3104000.000000,0.428912
3105000.000000,0.429001
3106000.000000,0.422959
3107000.000000,0.411403
3108000.000000,0.418115
3109000.000000,0.440887
3110000.000000,0.420650
3111000.000000,0.425341
3112000.000000,0.420735
3113000.000000,0.417247
3114000.000000,0.435093
3115000.000000,0.422544
3116000.000000,0.415804
3117000.000000,0.424554
3118000.000000,0.431399
3119000.000000,0.425255
3120000.000000,0.431557
3121000.000000,0.430718
3122000.000000,0.422520
3123000.000000,0.421857
3124000.000000,0.425093
3125000.000000,0.444690
3126000.000000,0.423622
3127000.000000,0.417582
3128000.000000,0.406503
3129000.000000,0.422048
3130000.000000,0.431366
3131000.000000,0.417622
3132000.000000,0.428095
3133000.000000,0.426642
3134000.000000,0.425507
3135000.000000,0.429029
3136000.000000,0.417990
3137000.000000,0.435865
3138000.000000,0.425405
3139000.000000,0.409991
3140000.000000,0.429212
3141000.000000,0.422232
3142000.000000,0.432710
3143000.000000,0.430635
3144000.000000,0.420715
3145000.000000,0.431328
3146000.000000,0.424230
3147000.000000,0.419041
3148000.000000,0.442184
3149000.000000,0.427696
3150000.000000,0.425319
3151000.000000,0.433087
3152000.000000,0.432402
3153000.000000,0.414679
3154000.000000,0.428875
3155000.000000,0.428284
3156000.000000,0.439811
3157000.000000,0.429277
3158000.000000,0.427767
3159000.000000,0.412296
3160000.000000,0.414190
3161000.000000,0.441941
3162000.000000,0.430922
3163000.000000,0.428065
3164000.000000,0.427512
3165000.000000,0.429904
3166000.000000,0.423085
3167000.000000,0.423671
3168000.000000,0.413963
3169000.000000,0.414139
3170000.000000,0.424282
3171000.000000,0.428990
3172000.000000,0.427238
3173000.000000,0.432191
3174000.000000,0.427096
3175000.000000,0.427680
3176000.000000,0.427803
3177000.000000,0.431479
3178000.000000,0.427023
3179000.000000,0.423913
3180000.000000,0.425881
3181000.000000,0.433707
3182000.000000,0.413050
3183000.000000,0.421634
3184000.000000,0.432491
3185000.000000,0.441468
3186000.000000,0.409848
3187000.000000,0.435068
3188000.000000,0.418348
3189000.000000,0.415821
3190000.000000,0.424228
3191000.000000,0.429345
3192000.000000,0.410962
3193000.000000,0.416544
3194000.000000,0.425048
3195000.000000,0.426141
3196000.000000,0.427762
3197000.000000,0.425503
3198000.000000,0.436487
3199000.000000,0.433154
3200000.000000,0.425538
3201000.000000,0.419817
3202000.000000,0.416199
3203000.000000,0.429195
3204000.000000,0.423997
3205000.000000,0.437249
3206000.000000,0.424380
3207000.000000,0.420434
3208000.000000,0.437682
3209000.000000,0.411871
3210000.000000,0.428116
3211000.000000,0.439466
3212000.000000,0.428106
3213000.000000,0.426613
3214000.000000,0.440460
3215000.000000,0.421401
3216000.000000,0.421793
3217000.000000,0.412796
3218000.000000,0.415373
3219000.000000,0.423978
3220000.000000,0.416661
3221000.000000,0.419443
3222000.000000,0.431298
3223000.000000,0.431508
3224000.000000,0.431073
3225000.000000,0.429625
3226000.000000,0.431095
3227000.000000,0.413176
3228000.000000,0.427790
3229000.000000,0.432336
3230000.000000,0.424783
3231000.000000,0.429309
3232000.000000,0.429620
3233000.000000,0.422340
3234000.000000,0.422058
3235000.000000,0.420243
3236000.000000,0.429474
3237000.000000,0.425888
3238000.000000,0.420220
3239000.000000,0.421581
3240000.000000,0.411765
3241000.000000,0.412386
3242000.000000,0.426147
3243000.000000,0.420417
3244000.000000,0.422898
3245000.000000,0.427766
3246000.000000,0.418636
3247000.000000,0.424532
3248000.000000,0.424167
3249000.000000,0.438747
3250000.000000,0.422013
3251000.000000,0.434413
3252000.000000,0.426065
3253000.000000,0.432996
3254000.000000,0.437279
3255000.000000,0.410629
3256000.000000,0.436355
3257000.000000,0.413210
3258000.000000,0.413582
3259000.000000,0.413286
3260000.000000,0.428131
3261000.000000,0.429631
3262000.000000,0.413748
3263000.000000,0.423294
3264000.000000,0.419874
3265000.000000,0.422734
3266000.000000,0.423606
3267000.000000,0.421427
3268000.000000,0.425638
3269000.000000,0.409723
3270000.000000,0.423346
3271000.000000,0.423491
3272000.000000,0.432156
3273000.000000,0.430216
3274000.000000,0.414307
3275000.000000,0.420609
3276000.000000,0.421667
3277000.000000,0.422534
3278000.000000,0.422383
3279000.000000,0.426791
3280000.000000,0.429087
3281000.000000,0.420738
3282000.000000,0.424005
3283000.000000,0.426400
3284000.000000,0.424363
3285000.000000,0.420976
3286000.000000,0.417484
3287000.000000,0.435324
3288000.000000,0.422915
3289000.000000,0.423908
3290000.000000,0.427178
3291000.000000,0.424374
3292000.000000,0.425572
3293000.000000,0.438009
3294000.000000,0.431417
3295000.000000,0.437861
3296000.000000,0.429943
3297000.000000,0.411754
3298000.000000,0.425120
3299000.000000,0.429787
3300000.000000,0.419916
3301000.000000,0.437277
3302000.000000,0.424472
3303000.000000,0.428948
3304000.000000,0.415605
3305000.000000,0.435676
3306000.000000,0.416043
3307000.000000,0.433131
3308000.000000,0.420817
3309000.000000,0.436850
3310000.000000,0.433360
3311000.000000,0.416306
3312000.000000,0.433205
3313000.000000,0.430412
3314000.000000,0.437392
3315000.000000,0.450186
3316000.000000,0.432213
3317000.000000,0.422081
3318000.000000,0.422470
3319000.000000,0.415869
3320000.000000,0.417513
3321000.000000,0.436722
3322000.000000,0.416775
3323000.000000,0.425881
3324000.000000,0.421744
3325000.000000,0.426788
3326000.000000,0.422279
3327000.000000,0.440032
3328000.000000,0.435165
3329000.000000,0.413912
3330000.000000,0.423791
3331000.000000,0.432575
3332000.000000,0.420574
3333000.000000,0.427247
3334000.000000,0.426735
3335000.000000,0.426730
3336000.000000,0.432186
3337000.000000,0.414867
3338000.000000,0.409441
3339000.000000,0.427610
3340000.000000,0.422574
3341000.000000,0.424690
3342000.000000,0.430377
3343000.000000,0.424966
3344000.000000,0.414439
3345000.000000,0.434618
3346000.000000,0.413014
3347000.000000,0.429590
3348000.000000,0.420695
3349000.000000,0.412792
3350000.000000,0.431348
3351000.000000,0.422044
3352000.000000,0.430290
3353000.000000,0.423316
3354000.000000,0.429119
3355000.000000,0.432290
3356000.000000,0.425285
3357000.000000,0.425085
3358000.000000,0.428231
3359000.000000,0.412517
3360000.000000,0.428556
3361000.000000,0.419912
3362000.000000,0.434571
3363000.000000,0.433038
3364000.000000,0.427071
3365000.000000,0.416377
3366000.000000,0.434411
3367000.000000,0.428385
3368000.000000,0.429882
3369000.000000,0.417763
3370000.000000,0.425898
3371000.000000,0.426114
3372000.000000,0.422357
3373000.000000,0.431031
3374000.000000,0.415573
3375000.000000,0.416224
3376000.000000,0.418942
3377000.000000,0.436644
3378000.000000,0.427735
3379000.000000,0.417917
3380000.000000,0.415359
3381000.000000,0.431187
3382000.000000,0.425624
3383000.000000,0.427197
3384000.000000,0.422088
3385000.000000,0.412957
3386000.000000,0.423821
3387000.000000,0.422093
3388000.000000,0.426619
3389000.000000,0.420478
3390000.000000,0.419613
3391000.000000,0.410120
3392000.000000,0.422554
3393000.000000,0.414555
3394000.000000,0.424974
3395000.000000,0.425837
3396000.000000,0.426036
3397000.000000,0.435919
3398000.000000,0.419035
3399000.000000,0.427138
3400000.000000,0.411453
3401000.000000,0.422210
3402000.000000,0.424906
3403000.000000,0.428285
3404000.000000,0.417522
3405000.000000,0.414970
3406000.000000,0.420966
3407000.000000,0.418118
3408000.000000,0.425441
3409000.000000,0.432071
3410000.000000,0.417274
3411000.000000,0.432085
3412000.000000,0.433489
3413000.000000,0.431735
3414000.000000,0.422187
3415000.000000,0.425645
3416000.000000,0.419937
3417000.000000,0.414367
3418000.000000,0.413687
3419000.000000,0.433626
3420000.000000,0.424916
3421000.000000,0.421742
3422000.000000,0.432518
3423000.000000,0.411461
3424000.000000,0.422544
3425000.000000,0.425165
3426000.000000,0.414604
3427000.000000,0.432626
3428000.000000,0.425031
3429000.000000,0.423055
3430000.000000,0.430885
3431000.000000,0.436776
3432000.000000,0.415605
3433000.000000,0.433705
3434000.000000,0.432062
3435000.000000,0.427253
3436000.000000,0.434299
3437000.000000,0.418379
3438000.000000,0.414964
3439000.000000,0.428675
3440000.000000,0.426672
3441000.000000,0.437986
3442000.000000,0.424117
3443000.000000,0.418345
3444000.000000,0.432024
3445000.000000,0.420998
3446000.000000,0.423940
3447000.000000,0.423386
3448000.000000,0.426301
3449000.000000,0.438693
3450000.000000,0.418406
3451000.000000,0.417325
3452000.000000,0.422861
3453000.000000,0.418151
3454000.000000,0.427386
3455000.000000,0.430658
3456000.000000,0.424676
3457000.000000,0.419829
3458000.000000,0.445823
3459000.000000,0.422579
3460000.000000,0.419781
3461000.000000,0.437444
3462000.000000,0.414751
3463000.000000,0.420750
3464000.000000,0.434453
3465000.000000,0.424033
3466000.000000,0.420863
3467000.000000,0.415763
3468000.000000,0.420890
3469000.000000,0.417371
3470000.000000,0.423441
3471000.000000,0.416712
3472000.000000,0.420596
3473000.000000,0.427030
3474000.000000,0.432965
3475000.000000,0.431573
3476000.000000,0.431811
3477000.000000,0.425704
3478000.000000,0.428989
3479000.000000,0.416309
3480000.000000,0.409388
3481000.000000,0.413040
3482000.000000,0.425538
3483000.000000,0.422689
3484000.000000,0.424596
3485000.000000,0.422814
3486000.000000,0.430082
3487000.000000,0.420177
3488000.000000,0.414828
3489000.000000,0.436745
3490000.000000,0.415514
3491000.000000,0.432882
3492000.000000,0.413533
3493000.000000,0.421082
3494000.000000,0.423165
3495000.000000,0.426467
3496000.000000,0.425302
3497000.000000,0.421913
3498000.000000,0.414089
3499000.000000,0.420088
3500000.000000,0.431333
3501000.000000,0.418445
3502000.000000,0.420405
3503000.000000,0.433922
3504000.000000,0.418983
3505000.000000,0.435489
3506000.000000,0.435745
3507000.000000,0.408585
3508000.000000,0.432591
3509000.000000,0.421631
3510000.000000,0.420476
3511000.000000,0.426195
3512000.000000,0.422010
3513000.000000,0.409239
3514000.000000,0.430043
3515000.000000,0.424580
3516000.000000,0.432741
3517000.000000,0.422714
3518000.000000,0.404530
3519000.000000,0.418505
3520000.000000,0.429138
3521000.000000,0.423556
3522000.000000,0.435113
3523000.000000,0.424088
3524000.000000,0.415000
3525000.000000,0.412170
3526000.000000,0.436621
3527000.000000,0.426368
3528000.000000,0.418305
3529000.000000,0.430241
3530000.000000,0.418467
3531000.000000,0.423670
3532000.000000,0.422043
3533000.000000,0.412901
3534000.000000,0.421841
3535000.000000,0.416346
3536000.000000,0.413400
3537000.000000,0.411394
3538000.000000,0.417826
3539000.000000,0.444565
3540000.000000,0.418373
3541000.000000,0.418272
3542000.000000,0.417751
3543000.000000,0.439749
3544000.000000,0.423664
3545000.000000,0.426789
3546000.000000,0.425328
3547000.000000,0.421663
3548000.000000,0.414777
3549000.000000,0.419846
3550000.000000,0.422183
3551000.000000,0.420231
3552000.000000,0.414667
3553000.000000,0.423619
3554000.000000,0.435836
3555000.000000,0.420388
3556000.000000,0.421547
3557000.000000,0.433341
3558000.000000,0.421251
3559000.000000,0.431919
3560000.000000,0.419362
3561000.000000,0.427699
3562000.000000,0.431613
3563000.000000,0.414629
3564000.000000,0.419422
3565000.000000,0.427226
3566000.000000,0.425258
3567000.000000,0.430041
3568000.000000,0.435334
3569000.000000,0.413629
3570000.000000,0.419837
3571000.000000,0.432892
3572000.000000,0.421916
3573000.000000,0.421125
3574000.000000,0.428493
3575000.000000,0.427840
3576000.000000,0.423500
3577000.000000,0.427087
3578000.000000,0.413505
3579000.000000,0.425043
3580000.000000,0.431747
3581000.000000,0.428827
3582000.000000,0.417078
3583000.000000,0.417485
3584000.000000,0.424855
3585000.000000,0.418053
3586000.000000,0.420014
3587000.000000,0.434862
3588000.000000,0.437972
3589000.000000,0.446908
3590000.000000,0.424511
3591000.000000,0.437645
3592000.000000,0.418646
3593000.000000,0.431720
3594000.000000,0.427284
3595000.000000,0.418054
3596000.000000,0.436210
3597000.000000,0.421969
3598000.000000,0.430334
3599000.000000,0.432672
3600000.000000,0.430031
3601000.000000,0.437633
3602000.000000,0.412529
3603000.000000,0.420446
3604000.000000,0.427915
3605000.000000,0.425322
3606000.000000,0.418420
3607000.000000,0.433937
3608000.000000,0.438436
3609000.000000,0.416191
3610000.000000,0.417331
3611000.000000,0.423714
3612000.000000,0.422575
3613000.000000,0.417681
3614000.000000,0.415095
3615000.000000,0.420445
3616000.000000,0.428935
3617000.000000,0.423513
3618000.000000,0.430945
3619000.000000,0.414151
3620000.000000,0.412965
3621000.000000,0.418620
3622000.000000,0.426730
3623000.000000,0.426306
3624000.000000,0.417037
3625000.000000,0.416161
3626000.000000,0.415827
3627000.000000,0.422557
3628000.000000,0.421587
3629000.000000,0.413185
3630000.000000,0.428417
3631000.000000,0.422110
3632000.000000,0.420467
3633000.000000,0.433032
3634000.000000,0.427571
3635000.000000,0.430125
3636000.000000,0.419620
3637000.000000,0.422121
3638000.000000,0.427616
3639000.000000,0.417191
3640000.000000,0.417869
3641000.000000,0.421130
3642000.000000,0.413446
3643000.000000,0.422610
3644000.000000,0.421530
3645000.000000,0.432976
3646000.000000,0.431417
3647000.000000,0.411531
3648000.000000,0.414841
3649000.000000,0.432162
3650000.000000,0.424648
3651000.000000,0.441301
3652000.000000,0.413109
3653000.000000,0.433263
3654000.000000,0.424744
3655000.000000,0.418265
3656000.000000,0.415037
3657000.000000,0.426771
3658000.000000,0.417876
3659000.000000,0.402798
3660000.000000,0.428242
3661000.000000,0.421712
3662000.000000,0.415507
3663000.000000,0.427369
3664000.000000,0.412953
3665000.000000,0.414772
3666000.000000,0.414498
3667000.000000,0.415414
3668000.000000,0.406310
3669000.000000,0.423459
3670000.000000,0.412794
3671000.000000,0.418068
3672000.000000,0.425296
3673000.000000,0.422014
3674000.000000,0.432063
3675000.000000,0.415501
3676000.000000,0.420825
3677000.000000,0.426304
3678000.000000,0.430190
3679000.000000,0.427233
3680000.000000,0.418345
3681000.000000,0.422130
3682000.000000,0.428764
3683000.000000,0.409144
3684000.000000,0.428463
3685000.000000,0.429928
3686000.000000,0.415005
3687000.000000,0.422057
3688000.000000,0.422435
3689000.000000,0.422818
3690000.000000,0.423515
3691000.000000,0.418837
3692000.000000,0.422060
3693000.000000,0.435031
3694000.000000,0.428041
3695000.000000,0.424702
3696000.000000,0.416672
3697000.000000,0.426931
3698000.000000,0.429514
3699000.000000,0.429089
3700000.000000,0.425227
3701000.000000,0.429143
3702000.000000,0.410859
3703000.000000,0.422761
3704000.000000,0.415724
3705000.000000,0.422780
3706000.000000,0.437369
3707000.000000,0.430990
3708000.000000,0.424357
3709000.000000,0.420470
3710000.000000,0.421235
3711000.000000,0.421987
3712000.000000,0.421690
3713000.000000,0.425826
3714000.000000,0.444168
3715000.000000,0.422603
3716000.000000,0.425103
3717000.000000,0.428323
3718000.000000,0.434472
3719000.000000,0.425749
3720000.000000,0.418870
3721000.000000,0.412297
3722000.000000,0.429537
3723000.000000,0.425460
3724000.000000,0.414283
3725000.000000,0.431250
3726000.000000,0.420399
3727000.000000,0.417818
3728000.000000,0.418770
3729000.000000,0.418737
3730000.000000,0.417650
3731000.000000,0.426936
3732000.000000,0.425444
3733000.000000,0.413520
3734000.000000,0.422160
3735000.000000,0.433000
3736000.000000,0.430229
3737000.000000,0.428051
3738000.000000,0.423348
3739000.000000,0.417948
3740000.000000,0.428031
3741000.000000,0.430853
3742000.000000,0.423007
3743000.000000,0.421926
3744000.000000,0.433526
3745000.000000,0.426384
3746000.000000,0.416369
3747000.000000,0.426881
3748000.000000,0.432606
3749000.000000,0.422416
3750000.000000,0.416705
3751000.000000,0.423038
3752000.000000,0.418442
3753000.000000,0.431299
3754000.000000,0.417882
3755000.000000,0.415308
3756000.000000,0.411744
3757000.000000,0.410517
3758000.000000,0.422182
3759000.000000,0.423089
3760000.000000,0.426718
3761000.000000,0.418140
3762000.000000,0.421754
3763000.000000,0.415925
3764000.000000,0.416787
3765000.000000,0.423174
3766000.000000,0.415098
3767000.000000,0.423227
3768000.000000,0.422549
3769000.000000,0.425469
3770000.000000,0.423185
3771000.000000,0.427576
3772000.000000,0.430087
3773000.000000,0.423673
3774000.000000,0.428068
3775000.000000,0.418738
3776000.000000,0.413389
3777000.000000,0.425272
3778000.000000,0.431914
3779000.000000,0.427881
3780000.000000,0.427166
3781000.000000,0.431724
3782000.000000,0.431346
3783000.000000,0.422976
3784000.000000,0.420354
3785000.000000,0.416764
3786000.000000,0.415884
3787000.000000,0.417446
3788000.000000,0.423148
3789000.000000,0.412719
3790000.000000,0.422803
3791000.000000,0.421573
3792000.000000,0.425718
3793000.000000,0.435732
3794000.000000,0.432216
3795000.000000,0.422843
3796000.000000,0.429990
3797000.000000,0.431782
3798000.000000,0.430616
3799000.000000,0.421091
3800000.000000,0.421407
3801000.000000,0.420861
3802000.000000,0.424479
3803000.000000,0.427574
3804000.000000,0.421398
3805000.000000,0.415344
3806000.000000,0.425703
3807000.000000,0.433444
3808000.000000,0.444319
3809000.000000,0.419580
3810000.000000,0.428331
3811000.000000,0.409702
3812000.000000,0.413802
3813000.000000,0.416648
3814000.000000,0.426929
3815000.000000,0.422027
3816000.000000,0.418727
3817000.000000,0.433645
3818000.000000,0.420902
3819000.000000,0.416474
3820000.000000,0.427558
3821000.000000,0.432090
3822000.000000,0.430449
3823000.000000,0.431474
3824000.000000,0.408319
3825000.000000,0.424266
3826000.000000,0.419803
3827000.000000,0.420750
3828000.000000,0.426396
3829000.000000,0.412713
3830000.000000,0.415297
3831000.000000,0.435840
3832000.000000,0.421816
3833000.000000,0.411460
3834000.000000,0.431634
3835000.000000,0.423256
3836000.000000,0.429425
3837000.000000,0.425559
3838000.000000,0.420899
3839000.000000,0.414180
3840000.000000,0.415756
3841000.000000,0.434433
3842000.000000,0.413592
3843000.000000,0.410621
3844000.000000,0.436621
3845000.000000,0.424630
3846000.000000,0.423513
3847000.000000,0.429822
3848000.000000,0.407368
3849000.000000,0.416083
3850000.000000,0.416042
3851000.000000,0.412943
3852000.000000,0.422181
3853000.000000,0.402913
3854000.000000,0.427879
3855000.000000,0.427541
3856000.000000,0.436231
3857000.000000,0.421570
3858000.000000,0.426518
3859000.000000,0.417540
3860000.000000,0.426594
3861000.000000,0.421205
3862000.000000,0.424237
3863000.000000,0.421943
3864000.000000,0.433242
3865000.000000,0.421689
3866000.000000,0.433920
3867000.000000,0.416740
3868000.000000,0.408207
3869000.000000,0.417421
3870000.000000,0.432309
3871000.000000,0.426645
3872000.000000,0.416362
3873000.000000,0.417463
3874000.000000,0.417653
3875000.000000,0.412377
3876000.000000,0.417145
3877000.000000,0.422037
3878000.000000,0.428051
