N,g(N)
8069000.000000,0.402034
8070000.000000,0.414289
8071000.000000,0.406738
8072000.000000,0.404909
8073000.000000,0.414454
8074000.000000,0.406932
8075000.000000,0.403882
8076000.000000,0.410633
8077000.000000,0.406916
8078000.000000,0.409310
8079000.000000,0.416608
8080000.000000,0.424120
8081000.000000,0.411432
8082000.000000,0.414227
8083000.000000,0.424564
8084000.000000,0.410124
8085000.000000,0.416091
8086000.000000,0.407792
8087000.000000,0.412018
8088000.000000,0.416630
8089000.000000,0.401173
8090000.000000,0.409339
8091000.000000,0.415999
8092000.000000,0.403527
8093000.000000,0.430400
8094000.000000,0.414450
8095000.000000,0.404417
8096000.000000,0.415687
8097000.000000,0.411052
8098000.000000,0.416210
8099000.000000,0.408619
8100000.000000,0.407007
8101000.000000,0.410425
8102000.000000,0.417743
8103000.000000,0.407192
8104000.000000,0.407076
8105000.000000,0.410149
8106000.000000,0.419601
8107000.000000,0.408234
8108000.000000,0.409804
8109000.000000,0.419371
8110000.000000,0.409263
8111000.000000,0.404062
8112000.000000,0.402818
8113000.000000,0.419092
8114000.000000,0.416663
8115000.000000,0.426085
8116000.000000,0.413921
8117000.000000,0.417350
8118000.000000,0.412781
8119000.000000,0.414703
8120000.000000,0.405886
8121000.000000,0.408625
8122000.000000,0.417243
8123000.000000,0.410395
8124000.000000,0.426766
8125000.000000,0.411472
8126000.000000,0.415044
8127000.000000,0.414441
8128000.000000,0.418609
8129000.000000,0.415749
8130000.000000,0.412094
8131000.000000,0.412911
8132000.000000,0.420694
8133000.000000,0.409305
8134000.000000,0.407573
8135000.000000,0.421251
8136000.000000,0.413181
8137000.000000,0.410184
8138000.000000,0.413646
8139000.000000,0.409152
8140000.000000,0.414169
8141000.000000,0.422011
8142000.000000,0.421861
8143000.000000,0.410426
8144000.000000,0.427384
8145000.000000,0.408525
8146000.000000,0.413352
8147000.000000,0.409988
8148000.000000,0.413370
8149000.000000,0.400911
8150000.000000,0.407624
8151000.000000,0.420600
8152000.000000,0.415075
8153000.000000,0.412092
8154000.000000,0.409183
8155000.000000,0.410514
8156000.000000,0.414533
8157000.000000,0.418663
8158000.000000,0.402742
8159000.000000,0.419048
8160000.000000,0.418092
8161000.000000,0.407527
8162000.000000,0.400833
8163000.000000,0.413095
8164000.000000,0.413316
8165000.000000,0.413221
8166000.000000,0.397614
8167000.000000,0.413008
8168000.000000,0.408002
8169000.000000,0.417591
8170000.000000,0.404480
8171000.000000,0.413813
8172000.000000,0.421510
8173000.000000,0.413293
8174000.000000,0.391740
8175000.000000,0.414527
8176000.000000,0.407954
8177000.000000,0.416923
8178000.000000,0.421713
8179000.000000,0.410094
8180000.000000,0.399550
8181000.000000,0.413588
8182000.000000,0.410569
8183000.000000,0.410309
8184000.000000,0.415049
8185000.000000,0.406307
8186000.000000,0.408727
8187000.000000,0.416348
8188000.000000,0.414881
8189000.000000,0.416682
8190000.000000,0.408018
8191000.000000,0.424509
8192000.000000,0.421921
8193000.000000,0.402815
8194000.000000,0.400822
8195000.000000,0.419327
8196000.000000,0.415443
8197000.000000,0.406405
8198000.000000,0.414083
8199000.000000,0.413050
8200000.000000,0.407996
8201000.000000,0.403557
8202000.000000,0.420596
8203000.000000,0.414453
8204000.000000,0.421456
8205000.000000,0.408299
8206000.000000,0.417767
8207000.000000,0.414824
8208000.000000,0.417228
8209000.000000,0.418010
8210000.000000,0.398688
8211000.000000,0.411296
8212000.000000,0.423444
8213000.000000,0.428720
8214000.000000,0.424961
8215000.000000,0.391809
8216000.000000,0.424520
8217000.000000,0.421863
8218000.000000,0.409006
8219000.000000,0.412757
8220000.000000,0.406285
8221000.000000,0.420927
8222000.000000,0.419589
8223000.000000,0.402233
8224000.000000,0.408018
8225000.000000,0.417341
8226000.000000,0.413372
8227000.000000,0.404795
8228000.000000,0.413420
8229000.000000,0.397220
8230000.000000,0.418823
8231000.000000,0.405659
8232000.000000,0.412181
8233000.000000,0.411120
8234000.000000,0.411389
8235000.000000,0.407395
8236000.000000,0.415661
8237000.000000,0.419281
8238000.000000,0.414405
8239000.000000,0.412917
8240000.000000,0.412775
8241000.000000,0.419093
8242000.000000,0.416273
8243000.000000,0.400280
8244000.000000,0.416055
8245000.000000,0.407703
8246000.000000,0.408985
8247000.000000,0.413240
8248000.000000,0.412699
8249000.000000,0.408856
8250000.000000,0.414872
8251000.000000,0.414261
8252000.000000,0.401610
8253000.000000,0.415897
8254000.000000,0.395041
8255000.000000,0.412486
8256000.000000,0.414888
8257000.000000,0.406277
8258000.000000,0.413647
8259000.000000,0.423648
8260000.000000,0.419960
8261000.000000,0.407352
8262000.000000,0.414890
8263000.000000,0.413279
8264000.000000,0.410042
8265000.000000,0.409408
8266000.000000,0.400008
8267000.000000,0.400198
8268000.000000,0.419904
8269000.000000,0.404313
8270000.000000,0.415369
8271000.000000,0.414162
8272000.000000,0.411886
8273000.000000,0.413450
8274000.000000,0.407461
8275000.000000,0.416421
8276000.000000,0.405542
8277000.000000,0.416065
8278000.000000,0.413906
8279000.000000,0.407391
8280000.000000,0.410606
8281000.000000,0.419033
8282000.000000,0.410877
8283000.000000,0.411867
8284000.000000,0.419533
8285000.000000,0.408063
8286000.000000,0.416591
8287000.000000,0.421300
8288000.000000,0.405948
8289000.000000,0.411622
8290000.000000,0.410347
8291000.000000,0.414891
8292000.000000,0.414123
8293000.000000,0.410123
8294000.000000,0.411039
8295000.000000,0.418421
8296000.000000,0.419716
8297000.000000,0.412219
8298000.000000,0.416637
8299000.000000,0.417854
8300000.000000,0.413227
8301000.000000,0.415919
8302000.000000,0.417801
8303000.000000,0.429424
8304000.000000,0.397424
8305000.000000,0.422982
8306000.000000,0.416864
8307000.000000,0.405613
8308000.000000,0.414861
8309000.000000,0.413048
8310000.000000,0.407686
8311000.000000,0.407647
8312000.000000,0.409188
8313000.000000,0.421092
8314000.000000,0.394831
8315000.000000,0.415268
8316000.000000,0.419625
8317000.000000,0.411431
8318000.000000,0.409186
8319000.000000,0.410406
8320000.000000,0.414931
8321000.000000,0.410374
8322000.000000,0.419259
8323000.000000,0.412263
8324000.000000,0.409691
8325000.000000,0.420623
8326000.000000,0.403066
8327000.000000,0.415081
8328000.000000,0.414952
8329000.000000,0.410811
8330000.000000,0.407817
8331000.000000,0.408620
8332000.000000,0.410326
8333000.000000,0.409698
8334000.000000,0.425646
8335000.000000,0.409216
8336000.000000,0.430104
8337000.000000,0.421065
8338000.000000,0.414935
8339000.000000,0.416433
8340000.000000,0.418183
8341000.000000,0.411643
8342000.000000,0.403971
8343000.000000,0.415112
8344000.000000,0.411605
8345000.000000,0.412874
8346000.000000,0.411374
8347000.000000,0.398188
8348000.000000,0.423547
8349000.000000,0.416482
8350000.000000,0.406562
8351000.000000,0.409479
8352000.000000,0.417899
8353000.000000,0.416971
8354000.000000,0.398748
8355000.000000,0.415277
8356000.000000,0.413961
8357000.000000,0.396758
8358000.000000,0.419292
8359000.000000,0.402002
8360000.000000,0.409700
8361000.000000,0.409798
8362000.000000,0.422608
8363000.000000,0.412514
8364000.000000,0.422402
8365000.000000,0.407954
8366000.000000,0.415486
8367000.000000,0.423150
8368000.000000,0.412620
8369000.000000,0.414917
8370000.000000,0.408683
8371000.000000,0.410291
8372000.000000,0.412301
8373000.000000,0.401938
8374000.000000,0.412739
8375000.000000,0.424205
8376000.000000,0.413785
8377000.000000,0.415699
8378000.000000,0.407174
8379000.000000,0.410684
8380000.000000,0.421391
8381000.000000,0.415925
8382000.000000,0.410919
8383000.000000,0.417994
8384000.000000,0.400630
8385000.000000,0.399047
8386000.000000,0.410270
8387000.000000,0.415908
8388000.000000,0.403012
8389000.000000,0.409083
8390000.000000,0.421599
8391000.000000,0.411531
8392000.000000,0.407611
8393000.000000,0.428608
8394000.000000,0.412606
8395000.000000,0.411483
8396000.000000,0.402995
8397000.000000,0.411439
8398000.000000,0.401252
8399000.000000,0.418565
8400000.000000,0.402811
8401000.000000,0.415962
8402000.000000,0.410289
8403000.000000,0.415738
8404000.000000,0.414300
8405000.000000,0.422207
8406000.000000,0.422512
8407000.000000,0.419966
8408000.000000,0.422608
8409000.000000,0.412112
8410000.000000,0.421893
8411000.000000,0.419752
8412000.000000,0.406077
8413000.000000,0.417795
8414000.000000,0.426724
8415000.000000,0.410082
8416000.000000,0.412576
8417000.000000,0.402059
8418000.000000,0.411345
8419000.000000,0.404927
8420000.000000,0.418282
8421000.000000,0.406682
8422000.000000,0.410104
8423000.000000,0.414997
8424000.000000,0.425633
8425000.000000,0.427168
8426000.000000,0.413077
8427000.000000,0.427121
8428000.000000,0.430355
8429000.000000,0.421532
8430000.000000,0.407686
8431000.000000,0.411316
8432000.000000,0.404826
8433000.000000,0.415980
8434000.000000,0.422532
8435000.000000,0.413987
8436000.000000,0.411356
8437000.000000,0.419041
8438000.000000,0.416015
8439000.000000,0.415338
8440000.000000,0.404526
8441000.000000,0.413967
8442000.000000,0.407144
8443000.000000,0.405598
8444000.000000,0.419289
8445000.000000,0.428964
8446000.000000,0.415408
8447000.000000,0.407685
8448000.000000,0.408416
8449000.000000,0.409821
8450000.000000,0.412466
8451000.000000,0.412153
8452000.000000,0.422321
8453000.000000,0.412041
8454000.000000,0.399053
8455000.000000,0.412143
8456000.000000,0.406702
8457000.000000,0.420221
8458000.000000,0.410323
8459000.000000,0.420589
8460000.000000,0.408307
8461000.000000,0.406442
8462000.000000,0.409013
8463000.000000,0.420475
8464000.000000,0.410154
8465000.000000,0.425186
8466000.000000,0.422072
8467000.000000,0.412429
8468000.000000,0.421683
8469000.000000,0.432580
8470000.000000,0.406791
8471000.000000,0.400591
8472000.000000,0.428892
8473000.000000,0.409919
8474000.000000,0.426023
8475000.000000,0.418111
8476000.000000,0.411244
8477000.000000,0.406056
8478000.000000,0.405731
8479000.000000,0.403301
8480000.000000,0.415766
8481000.000000,0.406125
8482000.000000,0.412632
8483000.000000,0.407299
8484000.000000,0.408643
8485000.000000,0.398336
8486000.000000,0.412145
8487000.000000,0.409237
8488000.000000,0.420345
8489000.000000,0.411009
8490000.000000,0.400705
8491000.000000,0.415671
8492000.000000,0.410100
8493000.000000,0.417559
8494000.000000,0.404543
8495000.000000,0.409476
8496000.000000,0.409663
8497000.000000,0.416544
8498000.000000,0.415470
8499000.000000,0.412839
8500000.000000,0.421457
8501000.000000,0.412196
8502000.000000,0.420239
8503000.000000,0.406325
8504000.000000,0.412562
8505000.000000,0.415343
8506000.000000,0.412858
8507000.000000,0.419288
8508000.000000,0.409291
8509000.000000,0.411699
8510000.000000,0.408592
8511000.000000,0.412691
8512000.000000,0.426722
8513000.000000,0.407468
8514000.000000,0.412246
8515000.000000,0.409728
8516000.000000,0.428645
8517000.000000,0.421118
8518000.000000,0.424918
8519000.000000,0.418210
8520000.000000,0.416718
8521000.000000,0.396810
8522000.000000,0.405086
8523000.000000,0.418781
8524000.000000,0.410765
8525000.000000,0.403967
8526000.000000,0.414293
8527000.000000,0.418431
8528000.000000,0.405786
8529000.000000,0.400899
8530000.000000,0.399780
8531000.000000,0.416316
8532000.000000,0.415866
8533000.000000,0.407334
8534000.000000,0.413694
8535000.000000,0.405543
8536000.000000,0.419791
8537000.000000,0.403226
8538000.000000,0.413110
8539000.000000,0.417092
8540000.000000,0.419282
8541000.000000,0.419098
8542000.000000,0.424822
8543000.000000,0.410576
8544000.000000,0.407822
8545000.000000,0.413870
8546000.000000,0.417692
8547000.000000,0.411504
8548000.000000,0.408164
8549000.000000,0.410669
8550000.000000,0.417391
8551000.000000,0.393939
8552000.000000,0.411939
8553000.000000,0.402563
8554000.000000,0.417865
8555000.000000,0.419901
8556000.000000,0.405183
8557000.000000,0.415965
8558000.000000,0.414774
8559000.000000,0.417737
8560000.000000,0.410834
8561000.000000,0.412961
8562000.000000,0.403964
8563000.000000,0.409893
8564000.000000,0.414185
8565000.000000,0.400186
8566000.000000,0.428399
8567000.000000,0.401777
8568000.000000,0.418120
8569000.000000,0.419757
8570000.000000,0.414533
8571000.000000,0.410137
8572000.000000,0.419648
8573000.000000,0.404506
8574000.000000,0.409518
8575000.000000,0.418937
8576000.000000,0.416116
8577000.000000,0.426525
8578000.000000,0.400280
8579000.000000,0.411243
8580000.000000,0.415122
8581000.000000,0.416794
8582000.000000,0.418987
8583000.000000,0.419255
8584000.000000,0.417073
8585000.000000,0.422865
8586000.000000,0.411672
8587000.000000,0.413159
8588000.000000,0.417935
8589000.000000,0.407334
8590000.000000,0.411879
8591000.000000,0.404175
8592000.000000,0.404725
8593000.000000,0.406268
8594000.000000,0.420596
8595000.000000,0.401030
8596000.000000,0.425142
8597000.000000,0.419271
8598000.000000,0.400784
8599000.000000,0.417744
8600000.000000,0.408361
8601000.000000,0.405440
8602000.000000,0.415198
8603000.000000,0.422072
8604000.000000,0.407515
8605000.000000,0.414936
8606000.000000,0.415069
8607000.000000,0.421371
8608000.000000,0.417469
8609000.000000,0.410649
8610000.000000,0.424279
8611000.000000,0.415951
8612000.000000,0.425589
8613000.000000,0.407218
8614000.000000,0.419313
8615000.000000,0.409081
8616000.000000,0.399906
8617000.000000,0.413134
8618000.000000,0.406157
8619000.000000,0.398346
8620000.000000,0.417131
8621000.000000,0.408853
8622000.000000,0.412510
8623000.000000,0.422478
8624000.000000,0.412062
8625000.000000,0.416013
8626000.000000,0.424564
8627000.000000,0.407261
8628000.000000,0.412023
8629000.000000,0.410524
8630000.000000,0.405562
8631000.000000,0.416760
8632000.000000,0.407616
8633000.000000,0.407756
8634000.000000,0.417423
8635000.000000,0.411987
8636000.000000,0.414500
8637000.000000,0.416538
8638000.000000,0.419889
8639000.000000,0.411529
8640000.000000,0.406491
8641000.000000,0.392921
8642000.000000,0.414935
8643000.000000,0.409998
8644000.000000,0.412747
8645000.000000,0.392662
8646000.000000,0.412949
8647000.000000,0.415844
8648000.000000,0.421947
8649000.000000,0.413648
8650000.000000,0.418275
8651000.000000,0.409365
8652000.000000,0.426343
8653000.000000,0.424842
8654000.000000,0.412834
8655000.000000,0.401515
8656000.000000,0.409888
8657000.000000,0.406493
8658000.000000,0.405264
8659000.000000,0.410667
8660000.000000,0.406032
8661000.000000,0.418098
8662000.000000,0.410964
8663000.000000,0.420751
8664000.000000,0.413016
8665000.000000,0.409164
8666000.000000,0.402041
8667000.000000,0.414482
8668000.000000,0.419018
8669000.000000,0.418435
8670000.000000,0.408741
8671000.000000,0.409578
8672000.000000,0.405887
8673000.000000,0.415113
8674000.000000,0.419959
8675000.000000,0.411556
8676000.000000,0.410446
8677000.000000,0.408042
8678000.000000,0.409253
8679000.000000,0.408743
8680000.000000,0.426216
8681000.000000,0.411561
8682000.000000,0.406237
8683000.000000,0.420583
8684000.000000,0.424139
8685000.000000,0.418032
8686000.000000,0.406328
8687000.000000,0.412721
8688000.000000,0.413906
8689000.000000,0.413619
8690000.000000,0.412847
8691000.000000,0.405166
8692000.000000,0.414388
8693000.000000,0.397215
8694000.000000,0.412082
8695000.000000,0.415334
8696000.000000,0.408202
8697000.000000,0.416087
8698000.000000,0.406362
8699000.000000,0.415566
8700000.000000,0.417193
8701000.000000,0.410086
8702000.000000,0.410607
8703000.000000,0.413345
8704000.000000,0.403762
8705000.000000,0.430170
8706000.000000,0.411996
8707000.000000,0.410364
8708000.000000,0.419425
8709000.000000,0.407283
8710000.000000,0.411136
8711000.000000,0.418163
8712000.000000,0.412354
8713000.000000,0.402579
8714000.000000,0.415446
8715000.000000,0.416992
8716000.000000,0.413206
8717000.000000,0.413129
8718000.000000,0.409746
8719000.000000,0.425014
8720000.000000,0.411234
8721000.000000,0.409628
8722000.000000,0.417740
8723000.000000,0.415221
8724000.000000,0.418333
8725000.000000,0.400239
8726000.000000,0.411027
8727000.000000,0.403153
8728000.000000,0.410024
8729000.000000,0.413241
8730000.000000,0.408811
8731000.000000,0.421768
8732000.000000,0.424761
8733000.000000,0.425877
8734000.000000,0.411046
8735000.000000,0.416623
8736000.000000,0.407259
8737000.000000,0.412467
8738000.000000,0.410616
8739000.000000,0.409642
8740000.000000,0.409060
8741000.000000,0.416189
8742000.000000,0.409467
8743000.000000,0.412700
8744000.000000,0.413952
8745000.000000,0.415774
8746000.000000,0.412843
8747000.000000,0.418739
8748000.000000,0.410624
8749000.000000,0.426690
8750000.000000,0.412723
8751000.000000,0.401013
8752000.000000,0.413695
8753000.000000,0.420237
8754000.000000,0.420303
8755000.000000,0.406054
8756000.000000,0.398896
8757000.000000,0.411521
8758000.000000,0.402743
8759000.000000,0.414873
8760000.000000,0.415248
8761000.000000,0.411148
8762000.000000,0.403776
8763000.000000,0.410834
8764000.000000,0.400418
8765000.000000,0.415395
8766000.000000,0.408597
8767000.000000,0.406644
8768000.000000,0.409973
8769000.000000,0.403248
8770000.000000,0.418707
8771000.000000,0.423347
8772000.000000,0.420254
8773000.000000,0.426820
8774000.000000,0.406782
8775000.000000,0.408330
8776000.000000,0.425952
8777000.000000,0.417526
8778000.000000,0.404570
8779000.000000,0.401219
8780000.000000,0.411802
8781000.000000,0.411909
8782000.000000,0.408989
8783000.000000,0.404599
8784000.000000,0.416932
8785000.000000,0.415043
8786000.000000,0.416225
8787000.000000,0.405898
8788000.000000,0.411372
8789000.000000,0.408904
8790000.000000,0.423426
8791000.000000,0.425717
8792000.000000,0.415484
8793000.000000,0.425353
8794000.000000,0.416071
8795000.000000,0.415546
8796000.000000,0.412096
8797000.000000,0.423228
8798000.000000,0.397751
8799000.000000,0.405763
8800000.000000,0.428222
8801000.000000,0.408252
8802000.000000,0.424351
8803000.000000,0.421615
8804000.000000,0.417156
8805000.000000,0.420365
8806000.000000,0.416477
8807000.000000,0.413035
8808000.000000,0.410851
8809000.000000,0.412955
8810000.000000,0.412045
8811000.000000,0.410249
8812000.000000,0.419175
8813000.000000,0.411013
8814000.000000,0.415118
8815000.000000,0.413444
8816000.000000,0.400139
8817000.000000,0.410836
8818000.000000,0.417181
8819000.000000,0.413550
8820000.000000,0.425910
8821000.000000,0.419624
8822000.000000,0.417524
8823000.000000,0.411875
8824000.000000,0.405990
8825000.000000,0.422510
8826000.000000,0.403652
8827000.000000,0.410868
8828000.000000,0.409039
8829000.000000,0.409802
8830000.000000,0.419920
8831000.000000,0.408563
8832000.000000,0.418989
8833000.000000,0.423925
8834000.000000,0.408949
8835000.000000,0.422243
8836000.000000,0.394940
8837000.000000,0.406589
8838000.000000,0.404841
8839000.000000,0.410025
8840000.000000,0.415412
8841000.000000,0.409454
8842000.000000,0.411239
8843000.000000,0.415005
8844000.000000,0.407886
8845000.000000,0.418311
8846000.000000,0.419970
8847000.000000,0.414890
8848000.000000,0.416358
8849000.000000,0.403724
8850000.000000,0.414066
8851000.000000,0.425411
8852000.000000,0.419838
8853000.000000,0.413100
8854000.000000,0.422046
8855000.000000,0.415283
8856000.000000,0.409241
8857000.000000,0.414441
8858000.000000,0.417743
8859000.000000,0.421146
8860000.000000,0.421824
8861000.000000,0.415212
8862000.000000,0.411626
8863000.000000,0.405953
8864000.000000,0.416992
8865000.000000,0.415325
8866000.000000,0.407265
8867000.000000,0.418900
8868000.000000,0.411294
8869000.000000,0.424042
8870000.000000,0.411900
8871000.000000,0.413370
8872000.000000,0.402557
8873000.000000,0.414527
8874000.000000,0.417419
8875000.000000,0.425095
8876000.000000,0.422406
8877000.000000,0.415629
8878000.000000,0.410926
8879000.000000,0.415660
8880000.000000,0.417451
8881000.000000,0.413751
8882000.000000,0.410599
8883000.000000,0.419265
8884000.000000,0.423259
8885000.000000,0.411751
8886000.000000,0.409901
8887000.000000,0.417863
8888000.000000,0.421412
8889000.000000,0.411367
8890000.000000,0.417937
8891000.000000,0.416393
8892000.000000,0.414931
8893000.000000,0.419597
8894000.000000,0.423514
8895000.000000,0.410759
8896000.000000,0.410333
8897000.000000,0.413208
8898000.000000,0.412015
8899000.000000,0.410007
8900000.000000,0.407291
8901000.000000,0.402458
8902000.000000,0.419470
8903000.000000,0.403184
8904000.000000,0.425006
8905000.000000,0.411911
8906000.000000,0.415368
8907000.000000,0.399679
8908000.000000,0.412547
8909000.000000,0.414130
8910000.000000,0.412052
8911000.000000,0.399017
8912000.000000,0.422978
8913000.000000,0.423549
8914000.000000,0.410094
8915000.000000,0.405788
8916000.000000,0.413777
8917000.000000,0.420243
8918000.000000,0.414578
8919000.000000,0.406732
8920000.000000,0.420620
8921000.000000,0.412975
8922000.000000,0.421197
8923000.000000,0.412379
8924000.000000,0.412811
8925000.000000,0.417241
8926000.000000,0.411012
8927000.000000,0.411741
8928000.000000,0.402005
8929000.000000,0.409076
8930000.000000,0.419754
8931000.000000,0.410101
8932000.000000,0.409948
8933000.000000,0.408942
8934000.000000,0.413179
8935000.000000,0.406168
8936000.000000,0.422676
8937000.000000,0.406246
8938000.000000,0.412525
8939000.000000,0.406882
8940000.000000,0.401780
8941000.000000,0.423441
8942000.000000,0.416152
8943000.000000,0.420045
8944000.000000,0.417656
8945000.000000,0.406879
8946000.000000,0.414032
8947000.000000,0.410076
8948000.000000,0.422016
8949000.000000,0.406913
8950000.000000,0.417769
8951000.000000,0.409306
8952000.000000,0.423337
8953000.000000,0.408279
8954000.000000,0.409226
8955000.000000,0.419120
8956000.000000,0.409624
8957000.000000,0.410823
8958000.000000,0.415883
8959000.000000,0.403570
8960000.000000,0.410409
8961000.000000,0.417803
8962000.000000,0.414230
8963000.000000,0.408293
8964000.000000,0.415943
8965000.000000,0.402910
8966000.000000,0.409834
8967000.000000,0.407644
8968000.000000,0.412694
8969000.000000,0.402274
8970000.000000,0.418603
8971000.000000,0.410040
8972000.000000,0.410647
8973000.000000,0.416267
8974000.000000,0.422921
8975000.000000,0.407991
8976000.000000,0.415414
8977000.000000,0.420677
8978000.000000,0.406482
8979000.000000,0.410062
8980000.000000,0.423148
8981000.000000,0.399276
8982000.000000,0.409094
8983000.000000,0.417253
8984000.000000,0.406188
8985000.000000,0.408736
8986000.000000,0.413256
8987000.000000,0.411080
8988000.000000,0.411713
8989000.000000,0.426579
8990000.000000,0.434555
8991000.000000,0.409465
8992000.000000,0.405755
8993000.000000,0.410853
8994000.000000,0.404275
8995000.000000,0.420475
8996000.000000,0.420127
8997000.000000,0.405233
8998000.000000,0.405258
8999000.000000,0.414643
9000000.000000,0.417185
9001000.000000,0.411301
9002000.000000,0.409704
9003000.000000,0.410582
9004000.000000,0.407614
9005000.000000,0.409835
9006000.000000,0.417967
9007000.000000,0.417590
9008000.000000,0.416301
9009000.000000,0.411760
9010000.000000,0.400435
9011000.000000,0.407899
9012000.000000,0.402144
9013000.000000,0.421819
9014000.000000,0.417457
9015000.000000,0.416960
9016000.000000,0.413403
9017000.000000,0.411998
9018000.000000,0.421106
9019000.000000,0.412814
9020000.000000,0.407867
9021000.000000,0.416811
9022000.000000,0.408552
9023000.000000,0.405315
9024000.000000,0.413890
9025000.000000,0.426988
9026000.000000,0.413303
9027000.000000,0.424671
9028000.000000,0.412969
9029000.000000,0.410803
9030000.000000,0.400299
9031000.000000,0.405838
9032000.000000,0.409638
9033000.000000,0.415195
9034000.000000,0.409478
9035000.000000,0.411286
9036000.000000,0.419750
9037000.000000,0.419108
9038000.000000,0.408300
9039000.000000,0.420357
9040000.000000,0.424146
9041000.000000,0.419183
9042000.000000,0.401823
9043000.000000,0.407461
9044000.000000,0.419200
9045000.000000,0.403257
9046000.000000,0.415669
9047000.000000,0.399241
9048000.000000,0.413025
9049000.000000,0.420379
9050000.000000,0.411502
9051000.000000,0.410612
9052000.000000,0.416304
9053000.000000,0.416849
9054000.000000,0.406665
9055000.000000,0.410859
9056000.000000,0.419194
9057000.000000,0.420376
9058000.000000,0.409591
9059000.000000,0.421383
9060000.000000,0.410128
9061000.000000,0.412094
9062000.000000,0.417248
9063000.000000,0.409307
9064000.000000,0.403298
9065000.000000,0.419627
9066000.000000,0.418138
9067000.000000,0.406302
9068000.000000,0.403218
9069000.000000,0.417331
9070000.000000,0.408939
9071000.000000,0.412732
9072000.000000,0.403853
9073000.000000,0.402587
9074000.000000,0.398108
9075000.000000,0.410939
9076000.000000,0.406255
9077000.000000,0.405578
9078000.000000,0.410559
9079000.000000,0.416411
9080000.000000,0.410913
9081000.000000,0.412431
9082000.000000,0.405642
9083000.000000,0.398826
9084000.000000,0.419242
9085000.000000,0.406728
9086000.000000,0.421923
9087000.000000,0.409663
9088000.000000,0.416180
9089000.000000,0.399884
9090000.000000,0.414641
9091000.000000,0.407687
9092000.000000,0.430709
9093000.000000,0.402371
9094000.000000,0.416536
9095000.000000,0.418945
9096000.000000,0.404905
9097000.000000,0.413014
9098000.000000,0.408148
9099000.000000,0.410813
9100000.000000,0.408528
9101000.000000,0.408659
9102000.000000,0.404725
9103000.000000,0.413726
9104000.000000,0.402097
9105000.000000,0.402641
9106000.000000,0.422049
9107000.000000,0.415779
9108000.000000,0.411703
9109000.000000,0.405006
9110000.000000,0.406636
9111000.000000,0.421569
9112000.000000,0.408717
9113000.000000,0.401350
9114000.000000,0.405369
9115000.000000,0.415880
9116000.000000,0.411198
9117000.000000,0.410125
9118000.000000,0.409411
9119000.000000,0.418247
9120000.000000,0.418749
9121000.000000,0.408008
9122000.000000,0.416546
9123000.000000,0.412126
9124000.000000,0.407585
9125000.000000,0.414555
9126000.000000,0.412559
9127000.000000,0.413918
9128000.000000,0.412098
9129000.000000,0.409440
9130000.000000,0.410593
9131000.000000,0.405088
9132000.000000,0.406440
9133000.000000,0.414884
9134000.000000,0.417433
9135000.000000,0.403878
9136000.000000,0.412657
9137000.000000,0.412952
9138000.000000,0.410779
9139000.000000,0.416110
9140000.000000,0.419950
9141000.000000,0.421982
9142000.000000,0.412603
9143000.000000,0.418080
9144000.000000,0.424872
9145000.000000,0.423237
9146000.000000,0.403094
9147000.000000,0.406655
9148000.000000,0.413124
9149000.000000,0.418759
9150000.000000,0.402481
9151000.000000,0.402531
9152000.000000,0.416461
9153000.000000,0.420340
9154000.000000,0.415407
9155000.000000,0.412552
9156000.000000,0.423838
9157000.000000,0.411177
9158000.000000,0.401669
9159000.000000,0.393850
9160000.000000,0.400291
9161000.000000,0.402041
9162000.000000,0.400902
9163000.000000,0.407948
9164000.000000,0.418808
9165000.000000,0.406555
9166000.000000,0.401863
9167000.000000,0.413038
9168000.000000,0.404679
9169000.000000,0.424574
9170000.000000,0.420353
9171000.000000,0.408799
9172000.000000,0.410072
9173000.000000,0.426227
9174000.000000,0.419853
9175000.000000,0.416740
9176000.000000,0.417002
9177000.000000,0.407759
9178000.000000,0.415047
9179000.000000,0.398993
9180000.000000,0.405229
9181000.000000,0.421451
9182000.000000,0.407956
9183000.000000,0.409079
9184000.000000,0.412689
9185000.000000,0.414180
9186000.000000,0.409823
9187000.000000,0.410932
9188000.000000,0.420705
9189000.000000,0.424207
9190000.000000,0.414474
9191000.000000,0.406886
9192000.000000,0.413624
9193000.000000,0.410705
9194000.000000,0.427144
9195000.000000,0.413890
9196000.000000,0.410524
9197000.000000,0.416576
9198000.000000,0.409201
9199000.000000,0.422028
9200000.000000,0.417140
9201000.000000,0.410610
9202000.000000,0.410322
9203000.000000,0.418279
9204000.000000,0.430301
9205000.000000,0.413952
9206000.000000,0.406690
9207000.000000,0.403860
9208000.000000,0.393181
9209000.000000,0.418427
9210000.000000,0.421257
9211000.000000,0.410274
9212000.000000,0.386431
9213000.000000,0.419608
9214000.000000,0.417130
9215000.000000,0.414583
9216000.000000,0.412899
9217000.000000,0.411191
9218000.000000,0.411158
9219000.000000,0.410093
9220000.000000,0.423559
9221000.000000,0.423172
9222000.000000,0.413136
9223000.000000,0.422355
9224000.000000,0.407285
9225000.000000,0.411600
9226000.000000,0.401145
9227000.000000,0.420888
9228000.000000,0.403179
9229000.000000,0.403921
9230000.000000,0.410283
9231000.000000,0.413171
9232000.000000,0.421072
9233000.000000,0.417631
9234000.000000,0.409083
