Random Max Range,Average Numbers Generated
3290000,774.831000
3291000,769.861000
3292000,772.152000
3293000,794.839000
3294000,782.996000
3295000,794.811000
3296000,780.556000
3297000,747.649000
3298000,772.035000
3299000,780.628000
3300000,762.815000
3301000,794.474000
3302000,771.325000
3303000,779.577000
3304000,755.442000
3305000,792.045000
3306000,756.466000
3307000,787.655000
3308000,765.378000
3309000,794.658000
3310000,788.430000
3311000,757.516000
3312000,788.385000
3313000,783.421000
3314000,796.245000
3315000,819.660000
3316000,787.055000
3317000,768.721000
3318000,769.545000
3319000,757.636000
3320000,760.745000
3321000,795.866000
3322000,759.629000
3323000,776.343000
3324000,768.917000
3325000,778.230000
3326000,770.124000
3327000,802.622000
3328000,793.864000
3329000,755.205000
3330000,773.346000
3331000,789.493000
3332000,767.706000
3333000,780.004000
3334000,779.186000
3335000,779.293000
3336000,789.375000
3337000,757.857000
3338000,748.057000
3339000,781.368000
3340000,772.283000
3341000,776.266000
3342000,786.778000
3343000,777.002000
3344000,757.868000
3345000,794.887000
3346000,755.488000
3347000,785.927000
3348000,769.769000
3349000,755.420000
3350000,789.496000
3351000,772.582000
3352000,787.795000
3353000,775.143000
3354000,785.886000
3355000,791.810000
3356000,779.097000
3357000,778.845000
3358000,784.726000
3359000,756.044000
3360000,785.557000
3361000,769.826000
3362000,796.819000
3363000,794.126000
3364000,783.299000
3365000,763.800000
3366000,797.000000
3367000,786.061000
3368000,788.925000
3369000,766.798000
3370000,781.845000
3371000,782.357000
3372000,775.574000
3373000,791.620000
3374000,763.344000
3375000,764.653000
3376000,769.759000
3377000,802.404000
3378000,786.149000
3379000,768.218000
3380000,763.628000
3381000,792.844000
3382000,782.732000
3383000,785.740000
3384000,776.458000
3385000,759.774000
3386000,779.876000
3387000,776.812000
3388000,785.257000
3389000,774.067000
3390000,772.589000
3391000,755.223000
3392000,778.234000
3393000,763.615000
3394000,782.921000
3395000,784.627000
3396000,785.109000
3397000,803.441000
3398000,772.435000
3399000,787.487000
3400000,758.682000
3401000,778.631000
3402000,783.718000
3403000,790.067000
3404000,770.326000
3405000,765.730000
3406000,776.907000
3407000,771.765000
3408000,785.397000
3409000,797.754000
3410000,770.545000
3411000,798.013000
3412000,800.724000
3413000,797.600000
3414000,780.075000
3415000,786.580000
3416000,776.146000
3417000,765.963000
3418000,764.818000
3419000,801.798000
3420000,785.808000
3421000,780.051000
3422000,800.099000
3423000,761.258000
3424000,781.877000
3425000,786.842000
3426000,767.410000
3427000,800.885000
3428000,786.939000
3429000,783.395000
3430000,798.010000
3431000,809.038000
3432000,769.935000
3433000,803.584000
3434000,800.657000
3435000,791.860000
3436000,805.037000
3437000,775.639000
3438000,769.419000
3439000,794.958000
3440000,791.358000
3441000,812.461000
3442000,786.848000
3443000,776.252000
3444000,801.750000
3445000,781.403000
3446000,786.977000
3447000,786.063000
3448000,791.590000
3449000,814.718000
3450000,777.154000
3451000,775.259000
3452000,785.658000
3453000,777.019000
3454000,794.294000
3455000,800.492000
3456000,789.486000
3457000,780.589000
3458000,829.039000
3459000,785.928000
3460000,780.838000
3461000,813.811000
3462000,771.704000
3463000,782.979000
3464000,808.596000
3465000,789.317000
3466000,783.528000
3467000,774.146000
3468000,783.805000
3469000,777.364000
3470000,788.783000
3471000,776.361000
3472000,783.710000
3473000,795.812000
3474000,806.989000
3475000,804.510000
3476000,805.070000
3477000,793.799000
3478000,800.039000
3479000,776.503000
3480000,763.703000
3481000,770.626000
3482000,794.058000
3483000,788.856000
3484000,792.528000
3485000,789.315000
3486000,802.999000
3487000,784.618000
3488000,774.741000
3489000,815.791000
3490000,776.245000
3491000,808.806000
3492000,772.765000
3493000,786.985000
3494000,790.991000
3495000,797.276000
3496000,795.212000
3497000,788.989000
3498000,774.468000
3499000,785.800000
3500000,806.951000
3501000,782.950000
3502000,786.730000
3503000,812.142000
3504000,784.294000
3505000,815.307000
3506000,815.903000
3507000,765.156000
3508000,810.228000
3509000,789.812000
3510000,787.762000
3511000,798.590000
3512000,790.861000
3513000,767.036000
3514000,806.145000
3515000,796.017000
3516000,811.433000
3517000,792.744000
3518000,758.750000
3519000,785.074000
3520000,805.135000
3521000,794.775000
3522000,816.576000
3523000,795.999000
3524000,779.051000
3525000,773.849000
3526000,819.871000
3527000,800.732000
3528000,785.701000
3529000,808.235000
3530000,786.228000
3531000,796.116000
3532000,793.171000
3533000,776.101000
3534000,793.016000
3535000,782.796000
3536000,777.367000
3537000,773.706000
3538000,785.912000
3539000,836.326000
3540000,787.164000
3541000,787.085000
3542000,786.215000
3543000,827.733000
3544000,797.569000
3545000,803.566000
3546000,800.927000
3547000,794.139000
3548000,781.280000
3549000,790.939000
3550000,795.454000
3551000,791.888000
3552000,781.512000
3553000,798.497000
3554000,821.641000
3555000,792.629000
3556000,794.926000
3557000,817.282000
3558000,794.592000
3559000,814.828000
3560000,791.250000
3561000,807.094000
3562000,814.595000
3563000,782.650000
3564000,791.808000
3565000,806.655000
3566000,803.051000
3567000,812.197000
3568000,822.308000
3569000,781.419000
3570000,793.259000
3571000,818.039000
3572000,797.411000
3573000,796.026000
3574000,810.068000
3575000,808.946000
3576000,800.852000
3577000,807.748000
3578000,782.170000
3579000,804.106000
3580000,816.904000
3581000,811.493000
3582000,789.369000
3583000,790.250000
3584000,804.313000
3585000,791.545000
3586000,795.370000
3587000,823.601000
3588000,829.607000
3589000,846.652000
3590000,804.334000
3591000,829.334000
3592000,793.442000
3593000,818.334000
3594000,810.039000
3595000,792.651000
3596000,827.190000
3597000,800.297000
3598000,816.274000
3599000,820.823000
3600000,815.926000
3601000,830.465000
3602000,782.937000
3603000,798.072000
3604000,812.363000
3605000,807.552000
3606000,794.558000
3607000,824.137000
3608000,832.797000
3609000,790.653000
3610000,792.928000
3611000,805.168000
3612000,803.115000
3613000,793.924000
3614000,789.118000
3615000,799.399000
3616000,815.654000
3617000,805.454000
3618000,819.702000
3619000,787.868000
3620000,785.719000
3621000,796.589000
3622000,812.134000
3623000,811.439000
3624000,793.905000
3625000,792.346000
3626000,791.820000
3627000,804.746000
3628000,803.009000
3629000,787.114000
3630000,816.244000
3631000,804.339000
3632000,801.317000
3633000,825.378000
3634000,815.081000
3635000,820.063000
3636000,800.143000
3637000,805.023000
3638000,815.616000
3639000,795.840000
3640000,797.244000
3641000,803.576000
3642000,789.021000
3643000,806.621000
3644000,804.669000
3645000,826.633000
3646000,823.769000
3647000,785.905000
3648000,792.336000
3649000,825.532000
3650000,811.288000
3651000,843.219000
3652000,789.460000
3653000,828.088000
3654000,811.916000
3655000,799.642000
3656000,793.579000
3657000,816.126000
3658000,799.225000
3659000,770.492000
3660000,819.276000
3661000,806.892000
3662000,795.128000
3663000,817.941000
3664000,790.457000
3665000,794.048000
3666000,793.632000
3667000,795.494000
3668000,778.166000
3669000,811.121000
3670000,790.800000
3671000,801.013000
3672000,814.972000
3673000,808.792000
3674000,828.164000
3675000,796.527000
3676000,806.843000
3677000,817.459000
3678000,825.024000
3679000,819.464000
3680000,802.525000
3681000,809.895000
3682000,822.736000
3683000,785.194000
3684000,822.382000
3685000,825.305000
3686000,796.767000
3687000,810.416000
3688000,811.252000
3689000,812.097000
3690000,813.546000
3691000,804.668000
3692000,810.971000
3693000,836.007000
3694000,822.685000
3695000,816.378000
3696000,801.052000
3697000,820.885000
3698000,825.964000
3699000,825.258000
3700000,817.941000
3701000,825.585000
3702000,790.516000
3703000,813.526000
3704000,800.093000
3705000,813.782000
3706000,841.978000
3707000,829.809000
3708000,817.149000
3709000,809.773000
3710000,811.355000
3711000,812.914000
3712000,812.452000
3713000,820.530000
3714000,855.989000
3715000,814.540000
3716000,819.469000
3717000,825.786000
3718000,837.754000
3719000,821.044000
3720000,807.887000
3721000,795.317000
3722000,828.683000
3723000,820.929000
3724000,799.469000
3725000,832.324000
3726000,811.490000
3727000,806.616000
3728000,808.562000
3729000,808.608000
3730000,806.617000
3731000,824.660000
3732000,821.889000
3733000,798.960000
3734000,815.764000
3735000,836.823000
3736000,831.578000
3737000,827.479000
3738000,818.497000
3739000,808.165000
3740000,827.772000
3741000,833.342000
3742000,818.276000
3743000,816.294000
3744000,838.848000
3745000,825.138000
3746000,805.865000
3747000,826.320000
3748000,837.514000
3749000,817.896000
3750000,806.946000
3751000,819.319000
3752000,810.526000
3753000,835.540000
3754000,809.656000
3755000,804.776000
3756000,797.976000
3757000,795.705000
3758000,818.424000
3759000,820.291000
3760000,827.437000
3761000,810.912000
3762000,818.029000
3763000,806.830000
3764000,808.609000
3765000,821.111000
3766000,805.547000
3767000,821.432000
3768000,820.224000
3769000,826.002000
3770000,821.677000
3771000,830.312000
3772000,835.300000
3773000,822.951000
3774000,831.598000
3775000,813.581000
3776000,803.295000
3777000,826.495000
3778000,839.514000
3779000,831.786000
3780000,830.506000
3781000,839.478000
3782000,838.855000
3783000,822.685000
3784000,817.693000
3785000,810.817000
3786000,809.213000
3787000,812.359000
3788000,823.564000
3789000,803.372000
3790000,823.110000
3791000,820.824000
3792000,829.004000
3793000,848.616000
3794000,841.879000
3795000,823.730000
3796000,837.763000
3797000,841.365000
3798000,839.204000
3799000,820.750000
3800000,821.474000
3801000,820.518000
3802000,827.679000
3803000,833.824000
3804000,821.888000
3805000,810.187000
3806000,830.503000
3807000,845.715000
3808000,867.049000
3809000,818.880000
3810000,836.069000
3811000,799.811000
3812000,807.921000
3813000,813.585000
3814000,833.770000
3815000,824.304000
3816000,817.966000
3817000,847.219000
3818000,822.430000
3819000,813.884000
3820000,835.655000
3821000,844.623000
3822000,841.525000
3823000,843.640000
3824000,798.469000
3825000,829.763000
3826000,821.141000
3827000,823.101000
3828000,834.255000
3829000,807.590000
3830000,812.752000
3831000,853.068000
3832000,825.726000
3833000,805.559000
3834000,845.166000
3835000,828.869000
3836000,841.059000
3837000,833.596000
3838000,824.575000
3839000,811.518000
3840000,814.713000
3841000,851.422000
3842000,810.683000
3843000,804.963000
3844000,856.044000
3845000,832.643000
3846000,830.561000
3847000,843.043000
3848000,799.106000
3849000,816.308000
3850000,816.334000
3851000,810.357000
3852000,828.594000
3853000,790.881000
3854000,839.995000
3855000,839.440000
3856000,856.613000
3857000,827.932000
3858000,837.757000
3859000,820.229000
3860000,838.124000
3861000,827.644000
3862000,833.709000
3863000,829.308000
3864000,851.627000
3865000,829.023000
3866000,853.180000
3867000,819.507000
3868000,802.831000
3869000,821.057000
3870000,850.451000
3871000,839.418000
3872000,819.293000
3873000,821.565000
3874000,822.045000
3875000,811.764000
3876000,821.256000
3877000,830.995000
3878000,842.946000
3879000,856.664000
3880000,825.749000
3881000,836.695000
3882000,849.583000
3883000,835.248000
3884000,871.231000
3885000,851.696000
3886000,844.583000
3887000,809.532000
3888000,845.868000
3889000,828.552000
3890000,872.341000
3891000,833.731000
3892000,842.933000
3893000,829.151000
3894000,826.692000
3895000,822.363000
3896000,838.178000
3897000,827.646000
3898000,827.092000
3899000,829.613000
3900000,855.624000
3901000,845.714000
3902000,830.116000
3903000,824.540000
3904000,834.635000
3905000,838.815000
3906000,825.890000
3907000,856.688000
3908000,833.564000
3909000,833.683000
3910000,844.473000
3911000,827.805000
3912000,805.367000
3913000,844.228000
3914000,845.326000
3915000,851.225000
3916000,855.943000
3917000,822.891000
3918000,820.534000
3919000,855.277000
3920000,829.985000
3921000,815.925000
3922000,826.202000
3923000,799.019000
3924000,844.614000
3925000,844.827000
3926000,847.131000
3927000,854.854000
3928000,823.669000
3929000,827.320000
3930000,835.087000
3931000,821.078000
3932000,845.047000
3933000,843.007000
3934000,823.061000
3935000,817.369000
3936000,845.830000
3937000,846.926000
3938000,831.628000
3939000,840.516000
3940000,865.242000
3941000,851.896000
3942000,837.923000
3943000,817.936000
3944000,836.876000
3945000,829.059000
3946000,826.348000
3947000,837.722000
3948000,832.948000
3949000,847.097000
3950000,870.024000
3951000,841.395000
3952000,842.820000
3953000,858.641000
3954000,854.026000
3955000,816.676000
3956000,847.003000
3957000,806.401000
3958000,852.716000
3959000,831.379000
3960000,851.569000
3961000,811.092000
3962000,846.293000
3963000,839.363000
3964000,848.095000
3965000,821.462000
3966000,827.814000
3967000,842.806000
3968000,831.064000
3969000,831.660000
3970000,828.873000
3971000,815.059000
3972000,827.564000
3973000,850.159000
3974000,843.617000
3975000,847.652000
3976000,844.651000
3977000,838.674000
3978000,826.980000
3979000,820.016000
3980000,853.516000
3981000,844.610000
3982000,825.592000
3983000,809.122000
3984000,837.834000
3985000,849.017000
3986000,828.783000
3987000,826.015000
3988000,864.752000
3989000,843.292000
3990000,847.338000
3991000,836.298000
3992000,852.862000
3993000,829.226000
3994000,828.982000
3995000,834.489000
3996000,813.699000
3997000,854.481000
3998000,842.573000
3999000,846.008000
4000000,833.027000
4001000,856.709000
4002000,855.936000
4003000,840.650000
4004000,853.001000
4005000,863.695000
4006000,846.986000
4007000,846.773000
4008000,798.504000
4009000,831.934000
4010000,855.883000
4011000,851.647000
4012000,852.334000
4013000,820.776000
4014000,851.984000
4015000,840.911000
4016000,842.243000
4017000,889.086000
4018000,851.811000
4019000,818.735000
4020000,854.636000
4021000,859.884000
4022000,846.890000
4023000,842.461000
4024000,827.924000
4025000,871.223000
4026000,838.573000
4027000,823.215000
4028000,833.637000
4029000,856.810000
4030000,833.311000
4031000,833.515000
4032000,857.757000
4033000,863.447000
4034000,872.974000
4035000,847.322000
4036000,850.434000
4037000,855.201000
4038000,867.078000
4039000,874.013000
4040000,818.121000
4041000,830.824000
4042000,841.602000
4043000,867.376000
4044000,872.338000
4045000,851.069000
4046000,851.364000
4047000,838.856000
4048000,839.742000
4049000,845.133000
4050000,849.934000
4051000,835.528000
4052000,845.810000
4053000,869.235000
4054000,855.056000
4055000,864.606000
4056000,842.897000
4057000,829.665000
4058000,855.142000
4059000,858.544000
4060000,860.229000
4061000,858.198000
4062000,837.985000
4063000,827.154000
4064000,856.141000
4065000,839.533000
4066000,868.022000
4067000,850.534000
4068000,834.178000
4069000,879.771000
4070000,859.333000
4071000,867.426000
4072000,858.543000
4073000,846.252000
4074000,871.323000
4075000,856.328000
4076000,851.194000
4077000,828.572000
4078000,832.328000
4079000,870.900000
4080000,837.950000
4081000,817.350000
4082000,853.892000
4083000,876.969000
4084000,862.907000
4085000,852.940000
4086000,845.681000
4087000,858.248000
4088000,845.759000
4089000,862.467000
4090000,847.565000
4091000,832.242000
4092000,862.681000
4093000,857.558000
4094000,885.839000
4095000,862.133000
4096000,868.144000
4097000,842.966000
4098000,857.699000
4099000,867.357000
4100000,847.451000
4101000,858.022000
4102000,825.558000
4103000,843.299000
4104000,838.179000
4105000,850.295000
4106000,865.052000
4107000,858.660000
4108000,844.122000
4109000,856.018000
4110000,859.837000
4111000,835.632000
4112000,860.092000
4113000,860.763000
4114000,861.763000
4115000,851.587000
4116000,844.127000
4117000,864.300000
4118000,878.311000
4119000,851.031000
4120000,848.390000
4121000,848.984000
4122000,853.750000
4123000,870.842000
4124000,883.437000
4125000,869.754000
4126000,845.385000
4127000,846.695000
4128000,854.159000
4129000,855.291000
4130000,872.260000
4131000,832.896000
4132000,856.154000
4133000,868.734000
4134000,836.753000
4135000,851.615000
4136000,843.246000
4137000,870.543000
4138000,842.136000
4139000,854.801000
4140000,868.673000
4141000,852.759000
4142000,840.470000
4143000,854.383000
4144000,859.624000
4145000,879.247000
4146000,855.810000
4147000,870.429000
4148000,872.779000
4149000,855.549000
4150000,863.732000
4151000,839.514000
4152000,856.777000
4153000,842.049000
4154000,867.904000
4155000,851.537000
4156000,850.626000
4157000,868.638000
4158000,858.886000
4159000,873.421000
4160000,868.460000
4161000,881.201000
4162000,886.335000
4163000,832.285000
4164000,862.756000
4165000,853.514000
4166000,864.699000
4167000,853.853000
4168000,887.156000
4169000,885.726000
4170000,878.217000
4171000,866.835000
4172000,864.872000
4173000,867.215000
4174000,855.809000
4175000,887.579000
4176000,844.543000
4177000,891.477000
4178000,849.716000
4179000,869.529000
4180000,859.852000
4181000,854.387000
4182000,860.731000
4183000,902.946000
4184000,875.695000
4185000,873.056000
4186000,846.808000
4187000,825.176000
4188000,873.252000
4189000,857.580000
4190000,864.078000
4191000,846.782000
4192000,863.223000
4193000,880.391000
4194000,866.798000
4195000,839.446000
4196000,865.212000
4197000,859.764000
4198000,872.039000
4199000,869.402000
4200000,874.722000
4201000,873.542000
4202000,846.016000
4203000,895.539000
4204000,857.478000
4205000,880.567000
4206000,890.511000
4207000,875.891000
4208000,873.626000
4209000,894.978000
4210000,885.160000
4211000,864.099000
4212000,858.680000
4213000,882.758000
4214000,877.700000
4215000,861.461000
4216000,855.652000
4217000,875.765000
4218000,862.823000
4219000,865.344000
4220000,851.927000
4221000,854.095000
4222000,859.176000
4223000,870.270000
4224000,866.778000
4225000,882.890000
4226000,865.346000
4227000,854.633000
4228000,880.037000
4229000,848.471000
4230000,859.666000
4231000,862.578000
4232000,850.588000
4233000,850.046000
4234000,874.092000
4235000,862.952000
4236000,869.044000
4237000,868.502000
4238000,888.829000
4239000,857.153000
4240000,866.935000
4241000,868.976000
4242000,856.003000
4243000,877.702000
4244000,874.682000
4245000,858.496000
4246000,872.582000
4247000,863.844000
4248000,885.119000
4249000,883.848000
4250000,866.340000
4251000,857.694000
4252000,860.727000
4253000,905.229000
4254000,867.072000
4255000,886.026000
4256000,869.715000
4257000,857.348000
4258000,865.930000
4259000,906.592000
4260000,863.845000
4261000,874.935000
4262000,864.943000
4263000,841.364000
4264000,872.280000
4265000,851.778000
4266000,879.316000
4267000,908.586000
4268000,854.277000
4269000,864.364000
4270000,901.099000
4271000,882.001000
4272000,877.690000
4273000,863.889000
4274000,872.946000
4275000,870.899000
4276000,856.778000
4277000,863.325000
4278000,882.330000
4279000,866.275000
4280000,855.453000
4281000,862.618000
4282000,892.618000
4283000,872.241000
4284000,867.052000
4285000,888.849000
4286000,873.702000
4287000,876.692000
4288000,872.228000
4289000,850.372000
4290000,850.703000
4291000,898.095000
4292000,902.636000
4293000,848.236000
4294000,882.537000
4295000,882.477000
4296000,872.109000
4297000,865.696000
4298000,876.705000
4299000,858.451000
4300000,885.488000
4301000,885.640000
4302000,881.092000
4303000,872.573000
4304000,860.147000
4305000,874.735000
4306000,885.671000
4307000,878.321000
4308000,889.578000
4309000,881.648000
4310000,866.677000
4311000,892.110000
4312000,865.041000
4313000,876.654000
4314000,898.557000
4315000,877.244000
4316000,879.960000
4317000,885.122000
4318000,881.582000
4319000,875.524000
4320000,878.599000
4321000,899.758000
4322000,888.154000
4323000,887.452000
4324000,869.112000
4325000,879.371000
4326000,877.116000
4327000,851.447000
4328000,885.395000
4329000,890.003000
4330000,876.826000
4331000,869.350000
4332000,868.133000
4333000,862.515000
4334000,881.736000
4335000,873.956000
4336000,872.077000
4337000,872.100000
4338000,861.635000
4339000,857.307000
4340000,860.075000
4341000,880.701000
4342000,869.105000
4343000,895.620000
4344000,860.865000
4345000,887.444000
4346000,861.426000
4347000,863.790000
4348000,870.064000
4349000,884.269000
4350000,859.576000
4351000,879.486000
4352000,846.232000
4353000,864.933000
4354000,878.554000
4355000,874.316000
4356000,883.657000
4357000,875.317000
4358000,863.387000
4359000,875.766000
4360000,867.769000
4361000,861.984000
4362000,836.261000
4363000,891.003000
4364000,910.091000
4365000,878.389000
4366000,890.473000
4367000,893.161000
4368000,893.177000
4369000,859.633000
4370000,854.906000
4371000,886.942000
4372000,882.592000
4373000,879.557000
4374000,874.014000
4375000,860.531000
4376000,876.757000
4377000,877.226000
4378000,895.128000
4379000,873.703000
4380000,874.455000
4381000,870.718000
4382000,885.708000
4383000,882.214000
4384000,867.509000
4385000,882.656000
4386000,891.259000
4387000,864.697000
4388000,893.434000
4389000,896.050000
4390000,884.284000
4391000,872.023000
4392000,896.680000
4393000,922.221000
4394000,874.387000
4395000,902.866000
4396000,909.599000
4397000,903.537000
4398000,867.100000
4399000,854.969000
4400000,874.189000
4401000,854.396000
4402000,871.742000
4403000,889.016000
4404000,900.711000
4405000,885.217000
4406000,886.641000
4407000,883.123000
4408000,868.604000
4409000,891.690000
4410000,867.729000
4411000,892.609000
4412000,881.538000
4413000,883.940000
4414000,881.016000
4415000,879.931000
4416000,892.923000
4417000,861.222000
4418000,869.882000
4419000,888.387000
4420000,870.698000
4421000,877.809000
4422000,881.533000
4423000,910.476000
4424000,883.589000
4425000,882.629000
4426000,867.184000
4427000,899.602000
4428000,870.434000
4429000,859.709000
4430000,884.523000
4431000,899.772000
4432000,906.391000
4433000,880.303000
4434000,875.120000
4435000,873.516000
4436000,914.027000
4437000,907.106000
4438000,870.883000
4439000,879.284000
4440000,879.688000
4441000,900.808000
4442000,900.294000
4443000,878.954000
4444000,900.899000
4445000,888.674000
4446000,900.726000
4447000,908.823000
4448000,874.802000
4449000,902.997000
4450000,887.203000
4451000,897.131000
4452000,894.426000
4453000,894.328000
4454000,890.594000
4455000,917.517000
4456000,915.465000
4457000,895.916000
4458000,894.098000
4459000,926.297000
4460000,890.065000
4461000,906.163000
4462000,868.772000
4463000,877.661000
4464000,927.420000
4465000,904.051000
4466000,905.293000
4467000,886.297000
4468000,905.724000
4469000,893.079000
4470000,896.309000
4471000,868.540000
4472000,887.120000
4473000,895.551000
4474000,918.268000
4475000,911.000000
4476000,883.952000
4477000,893.332000
4478000,890.753000
4479000,886.741000
4480000,882.582000
4481000,901.337000
4482000,900.535000
4483000,879.255000
4484000,892.767000
4485000,881.180000
4486000,885.683000
4487000,894.147000
4488000,876.369000
4489000,913.112000
4490000,881.893000
4491000,903.163000
4492000,877.898000
4493000,893.948000
4494000,883.378000
4495000,870.329000
4496000,899.580000
4497000,894.557000
4498000,883.855000
4499000,892.106000
4500000,886.591000
4501000,906.931000
4502000,899.755000
4503000,881.083000
4504000,896.860000
4505000,868.657000
4506000,914.299000
4507000,892.752000
4508000,919.258000
4509000,891.934000
4510000,882.256000
4511000,893.136000
4512000,906.298000
4513000,917.750000
4514000,893.159000
4515000,876.345000
4516000,885.405000
4517000,900.592000
4518000,894.585000
4519000,925.670000
4520000,871.263000
4521000,870.739000
4522000,899.308000
4523000,882.668000
4524000,899.601000
4525000,899.034000
4526000,894.990000
4527000,893.996000
4528000,895.802000
4529000,856.881000
4530000,882.532000
4531000,913.661000
4532000,915.828000
4533000,902.793000
4534000,898.970000
4535000,888.237000
4536000,900.731000
4537000,883.678000
4538000,884.689000
4539000,876.026000
4540000,873.634000
4541000,912.282000
4542000,889.586000
4543000,895.324000
4544000,881.558000
4545000,905.895000
4546000,901.687000
4547000,880.820000
4548000,887.036000
4549000,900.330000
4550000,881.262000
4551000,881.262000
4552000,885.522000
4553000,915.588000
4554000,883.833000
4555000,897.442000
4556000,868.786000
4557000,903.542000
4558000,884.467000
4559000,880.725000
4560000,866.051000
4561000,897.556000
4562000,907.713000
4563000,895.045000
4564000,885.998000
4565000,889.419000
4566000,919.154000
4567000,890.888000
4568000,872.298000
4569000,866.118000
4570000,884.876000
4571000,913.842000
4572000,921.952000
4573000,912.806000
4574000,870.248000
4575000,902.867000
4576000,926.213000
4577000,909.607000
4578000,903.414000
4579000,916.287000
4580000,886.241000
4581000,905.451000
4582000,880.866000
4583000,930.882000
4584000,904.190000
4585000,886.158000
4586000,887.358000
4587000,887.388000
4588000,924.187000
4589000,905.915000
4590000,901.892000
4591000,907.565000
4592000,905.232000
4593000,906.768000
4594000,905.260000
4595000,906.594000
4596000,927.911000
4597000,884.225000
4598000,901.935000
4599000,896.419000
4600000,911.395000
4601000,885.817000
4602000,912.039000
4603000,911.063000
4604000,899.931000
4605000,869.303000
4606000,882.151000
4607000,891.681000
4608000,903.842000
4609000,880.335000
4610000,907.557000
4611000,903.638000
4612000,885.055000
4613000,894.932000
4614000,905.467000
4615000,901.606000
4616000,927.580000
4617000,916.283000
4618000,893.154000
4619000,912.419000
4620000,876.852000
4621000,906.198000
4622000,898.091000
4623000,872.243000
4624000,926.558000
4625000,916.091000
4626000,909.503000
4627000,897.183000
4628000,903.324000
4629000,914.504000
4630000,882.688000
4631000,868.200000
4632000,916.514000
4633000,899.365000
4634000,895.089000
4635000,896.184000
4636000,889.919000
4637000,907.949000
4638000,896.157000
4639000,899.469000
4640000,908.657000
4641000,927.388000
4642000,885.811000
4643000,870.972000
4644000,912.910000
4645000,934.345000
4646000,939.459000
4647000,897.884000
4648000,905.858000
4649000,898.016000
4650000,909.880000
4651000,888.896000
4652000,916.300000
4653000,903.254000
4654000,912.266000
4655000,910.432000
4656000,915.366000
4657000,913.699000
4658000,896.603000
4659000,903.435000
4660000,937.223000
4661000,882.189000
4662000,919.479000
4663000,897.642000
4664000,868.375000
4665000,893.942000
4666000,909.809000
4667000,913.156000
4668000,911.526000
4669000,892.365000
4670000,880.063000
4671000,887.188000
4672000,914.757000
4673000,911.359000
4674000,900.509000
4675000,937.434000
4676000,913.090000
4677000,917.142000
4678000,933.161000
4679000,917.709000
4680000,920.408000
4681000,888.601000
4682000,890.214000
4683000,911.220000
4684000,921.325000
4685000,888.679000
4686000,919.419000
4687000,888.303000
4688000,899.602000
4689000,912.149000
4690000,920.886000
4691000,927.383000
4692000,935.945000
4693000,935.911000
4694000,936.715000
4695000,920.612000
4696000,891.636000
4697000,930.283000
4698000,893.974000
4699000,904.637000
4700000,891.076000
4701000,895.880000
4702000,918.963000
4703000,897.358000
4704000,897.167000
4705000,900.851000
4706000,903.685000
4707000,911.221000
4708000,912.341000
4709000,937.346000
4710000,920.654000
4711000,895.757000
4712000,930.416000
4713000,919.781000
4714000,900.864000
4715000,910.495000
4716000,923.665000
4717000,904.683000
4718000,907.406000
4719000,919.931000
4720000,881.057000
4721000,936.477000
4722000,897.403000
4723000,922.684000
4724000,879.077000
4725000,901.236000
4726000,925.368000
4727000,885.189000
4728000,909.762000
4729000,921.502000
4730000,897.063000
4731000,902.500000
4732000,907.861000
4733000,917.376000
4734000,904.677000
4735000,892.487000
4736000,908.094000
4737000,931.263000
4738000,943.147000
4739000,895.414000
4740000,920.121000
4741000,903.613000
4742000,880.270000
4743000,950.532000
4744000,915.428000
4745000,906.923000
4746000,911.234000
4747000,918.445000
4748000,921.695000
4749000,928.788000
4750000,935.676000
4751000,896.807000
4752000,896.754000
4753000,892.186000
4754000,912.680000
4755000,915.950000
4756000,924.025000
4757000,904.904000
4758000,916.431000
4759000,915.655000
4760000,922.680000
4761000,905.074000
4762000,936.080000
4763000,923.511000
4764000,926.043000
4765000,923.580000
4766000,898.285000
4767000,935.991000
4768000,891.144000
4769000,947.376000
4770000,913.230000
4771000,910.807000
4772000,902.453000
4773000,886.274000
4774000,923.275000
4775000,924.475000
4776000,907.140000
4777000,919.312000
4778000,912.919000
4779000,911.393000
4780000,946.782000
4781000,925.067000
4782000,901.787000
4783000,900.208000
4784000,920.305000
4785000,938.885000
4786000,895.743000
4787000,910.501000
4788000,896.049000
4789000,921.604000
4790000,941.898000
4791000,910.734000
4792000,903.738000
4793000,947.944000
4794000,918.981000
4795000,931.317000
4796000,943.710000
4797000,928.297000
4798000,923.812000
4799000,915.211000
4800000,902.783000
4801000,943.452000
4802000,922.079000
4803000,930.192000
4804000,897.593000
4805000,952.259000
4806000,917.121000
4807000,932.410000
4808000,953.653000
4809000,932.174000
4810000,929.976000
4811000,901.610000
4812000,909.023000
4813000,939.421000
4814000,887.003000
4815000,931.110000
4816000,913.789000
4817000,883.913000
4818000,958.187000
4819000,949.554000
4820000,886.145000
4821000,910.349000
4822000,915.641000
4823000,910.391000
4824000,867.606000
4825000,940.388000
4826000,914.916000
4827000,943.994000
4828000,883.975000
4829000,920.545000
4830000,922.320000
4831000,910.874000
4832000,900.483000
4833000,927.691000
4834000,909.643000
4835000,951.109000
4836000,958.147000
4837000,938.319000
4838000,940.622000
4839000,918.188000
4840000,931.819000
4841000,931.411000
4842000,936.058000
